Signatur,Titel,Autor,Verlag,ISBN,Erscheinungsjahr,Kategorie,Standort,Status,Notizen
L 219,Die Olchis retten die Welt,Erhard Dietl,Oetinger,978-3-8032-0648,1985,Belletristik,Regal L,Vorhanden,
L 220,Die Olchis in der Schule,Erhard Dietl,Oetinger,978-3-8032-0649,1985,Belletristik,Regal L,Vorhanden,
L 221,Der kleine Brüllbär im Kindergarten,Ingrid Uebe,Ueberreuter,978-3-8032-0650,1985,Belletristik,Regal L,Vorhanden,
L 222,Der kleine Brüllbär und der erste Schultag,Ingrid Uebe,Ueberreuter,978-3-8032-0651,1985,Belletristik,Regal L,Vorhanden,
L 223,Janosch: Post für den Tiger,Janosch,Beltz & Gelberg,978-3-8032-0652,1985,Belletristik,Regal L,Vorhanden,
L 224,Janosch: Oh, wie schön ist Panama,Janosch,Beltz & Gelberg,978-3-8032-0653,1985,Belletristik,Regal L,Vorhanden,
L 225,Laura Ingalls Wilder: Unsere kleine Farm,Laura Ingalls Wilder,Schneider,978-3-8032-0654,1985,Belletristik,Regal L,Vorhanden,
L 226,Hexe Lilli und das Geheimnis der Mumie,Knister,Arena,978-3-8032-0655,1985,Belletristik,Regal L,Vorhanden,
L 227,Die schönsten Kinderlieder,Diverse Autoren,Ravensburger,978-3-8032-0656,1985,Belletristik,Regal L,Vorhanden,
L 228,Kindergedichte und Reime,Diverse Autoren,Diogenes,978-3-8032-0657,1985,Belletristik,Regal L,Vorhanden,
L 229,Das große Geschichtenbuch,Diverse Autoren,Oetinger,978-3-8032-0658,1985,Belletristik,Regal L,Vorhanden,
L 230,Leselöwen - Fußballgeschichten,Diverse Autoren,Loewe,978-3-8032-0659,1985,Belletristik,Regal L,Vorhanden,
L 231,Leselöwen - Tierabenteuer,Diverse Autoren,Loewe,978-3-8032-0660,1985,Belletristik,Regal L,Vorhanden,
L 232,Der kleine König, der nicht lachen konnte,Else Wimmer,Ellermann,978-3-8032-0661,1985,Belletristik,Regal L,Vorhanden,
L 233,Tilly in der Pfütze,Franziska Groszer,Oetinger,978-3-8032-0662,1985,Belletristik,Regal L,Vorhanden,
L 234,Vorlesegeschichten von Anna,Cornelia Funke,Dressler,978-3-8032-0663,1985,Belletristik,Regal L,Vorhanden,
L 235,Herr Bello (Weitere Abenteuer),Paul Maar,Oetinger,978-3-8032-0664,1985,Belletristik,Regal L,Vorhanden,
L 236,King-Kong (Zusatzband),Kirsten Boie,Oetinger,978-3-8032-0665,1985,Belletristik,Regal L,Vorhanden,
L 237,Hexe Lilli und das Geheimnis des schwarzen Ritters,Knister,Arena,978-3-8032-0666,1985,Belletristik,Regal L,Vorhanden,
L 238,Die Mumins - Winter im Mumintal,Tove Jansson,Arena,978-3-8032-0667,1985,Belletristik,Regal L,Vorhanden,
L 239,Die Mumins - Der Komet kommt,Tove Jansson,Arena,978-3-8032-0668,1985,Belletristik,Regal L,Vorhanden,
L 240,Asterix und Kleopatra,René Goscinny,Egmont Ehapa,978-3-8032-0669,1985,Belletristik,Regal L,Vorhanden,
L 241,Asterix bei den Briten,René Goscinny,Egmont Ehapa,978-3-8032-0670,1985,Belletristik,Regal L,Vorhanden,
L 242,Asterix und die Normannen,René Goscinny,Egmont Ehapa,978-3-8032-0671,1985,Belletristik,Regal L,Vorhanden,
L 243,Die drei ??? und der unheimliche Mönch,Alfred Hitchcock,Kosmos,978-3-8032-0672,1985,Belletristik,Regal L,Vorhanden,
L 244,Die drei ??? und der heimliche Hehler,Alfred Hitchcock,Kosmos,978-3-8032-0673,1985,Belletristik,Regal L,Vorhanden,
L 245,Pitje Puck rettet die Schule,H. Arnoldus,Schneider,978-3-8032-0674,1985,Belletristik,Regal L,Vorhanden,
L 246,Pitje Puck macht Ferien (Band 2),H. Arnoldus,Schneider,978-3-8032-0675,1985,Belletristik,Regal L,Vorhanden,
L 247,Robinson Crusoe (Band 2),Daniel Defoe,Diogenes,978-3-8032-0676,1985,Belletristik,Regal L,Vorhanden,
L 248,Der Wind in den Weiden (Band 2),Kenneth Grahame,Diogenes,978-3-8032-0677,1985,Belletristik,Regal L,Vorhanden,
L 249,Peter Pan (Weitere Geschichten),James Matthew Barrie,Diogenes,978-3-8032-0678,1985,Belletristik,Regal L,Vorhanden,
L 250,Der Zauberer von Oz (Fortsetzung),L. Frank Baum,Diogenes,978-3-8032-0679,1985,Belletristik,Regal L,Vorhanden,
L 251,Die Abenteuer des Tom Sawyer (Band 2),Mark Twain,Diogenes,978-3-8032-0680,1985,Belletristik,Regal L,Vorhanden,
L 252,Die Abenteuer des Huckleberry Finn (Band 2),Mark Twain,Diogenes,978-3-8032-0681,1985,Belletristik,Regal L,Vorhanden,
L 253,Die Olchis auf der Müllkippe,Erhard Dietl,Oetinger,978-3-8032-0682,1985,Belletristik,Regal L,Vorhanden,
L 254,Dr. Brumms Abenteuer (Band 3),Daniel Napp,Thienemann,978-3-8032-0683,1985,Belletristik,Regal L,Vorhanden,
L 255,Der kleine Brüllbär (Band 3),Ingrid Uebe,Ueberreuter,978-3-8032-0684,1985,Belletristik,Regal L,Vorhanden,
L 256,Janosch: Kleiner Tiger, kleiner Bär (Forts.),Janosch,Beltz & Gelberg,978-3-8032-0685,1985,Belletristik,Regal L,Vorhanden,
L 257,Kindergeschichten und Lieder,Diverse Autoren,Ravensburger,978-3-8032-0686,1985,Belletristik,Regal L,Vorhanden,
L 258,Vorlesegeschichten für die Allerkleinsten,Diverse Autoren,Carlsen,978-3-8032-0687,1985,Belletristik,Regal L,Vorhanden,
L 259,King-Kong im Zirkus,Kirsten Boie,Oetinger,978-3-8032-0688,1985,Belletristik,Regal L,Vorhanden,
L 260,Die schönsten Märchen aus aller Welt,Diverse Autoren,Pestalozzi,978-3-8032-0689,1985,Belletristik,Regal L,Vorhanden,
L 261,Weihnachtsgeschichten (Band 2),Diverse Autoren,Ellermann,978-3-8032-0690,1985,Belletristik,Regal L,Vorhanden,
L 262,Der kleine König im Schloss,Else Wimmer,Ellermann,978-3-8032-0691,1985,Belletristik,Regal L,Vorhanden,
L 263,Astrid Lindgren - Das große Geschichtenbuch,Astrid Lindgren,Oetinger,978-3-8032-0692,1985,Belletristik,Regal L,Vorhanden,
L 264,Paul Maar - Das Sams,Paul Maar,Oetinger,978-3-8032-0693,1985,Belletristik,Regal L,Vorhanden,
L 265,Paul Maar - Eine Woche voller Samstage,Paul Maar,Oetinger,978-3-8032-0694,1985,Belletristik,Regal L,Vorhanden,
L 266,King-Kong (Zusatzband 2),Kirsten Boie,Oetinger,978-3-8032-0695,1985,Belletristik,Regal L,Vorhanden,
L 267,Hexe Lilli und der Fluch des Pharao,Knister,Arena,978-3-8032-0696,1985,Belletristik,Regal L,Vorhanden,
L 268,Die Mumins - Der Zauberhut,Tove Jansson,Arena,978-3-8032-0697,1985,Belletristik,Regal L,Vorhanden,
L 269,Die Mumins - Sturm und Geheimnis,Tove Jansson,Arena,978-3-8032-0698,1985,Belletristik,Regal L,Vorhanden,
L 270,Asterix in Spanien,René Goscinny,Egmont Ehapa,978-3-8032-0699,1985,Belletristik,Regal L,Vorhanden,
L 271,Asterix und die Goten,René Goscinny,Egmont Ehapa,978-3-8032-0700,1985,Belletristik,Regal L,Vorhanden,
L 272,Asterix und der Kupferkessel,René Goscinny,Egmont Ehapa,978-3-8032-0701,1985,Belletristik,Regal L,Vorhanden,
L 273,Die drei ??? und der rote Pirat,Alfred Hitchcock,Kosmos,978-3-8032-0702,1985,Belletristik,Regal L,Vorhanden,
L 274,Die drei ??? und der Höhlenmensch,Alfred Hitchcock,Kosmos,978-3-8032-0703,1985,Belletristik,Regal L,Vorhanden,
L 275,Pitje Puck (Band 12),H. Arnoldus,Schneider,978-3-8032-0704,1985,Belletristik,Regal L,Vorhanden,
L 276,Robinson Crusoe (Band 3),Daniel Defoe,Diogenes,978-3-8032-0705,1985,Belletristik,Regal L,Vorhanden,
L 277,Der Wind in den Weiden (Band 3),Kenneth Grahame,Diogenes,978-3-8032-0706,1985,Belletristik,Regal L,Vorhanden,
L 278,Peter Pan (Band 3),James Matthew Barrie,Diogenes,978-3-8032-0707,1985,Belletristik,Regal L,Vorhanden,
L 279,Der Zauberer von Oz (Band 3),L. Frank Baum,Diogenes,978-3-8032-0708,1985,Belletristik,Regal L,Vorhanden,
L 280,Die Olchis und die Detektive,Erhard Dietl,Oetinger,978-3-8032-0709,1985,Belletristik,Regal L,Vorhanden,
L 281,Dr. Brumms Abenteuer (Band 4),Daniel Napp,Thienemann,978-3-8032-0710,1985,Belletristik,Regal L,Vorhanden,
L 282,Der kleine Brüllbär (Band 4),Ingrid Uebe,Ueberreuter,978-3-8032-0711,1985,Belletristik,Regal L,Vorhanden,
L 283,Janosch: Kleiner Tiger, kleiner Bär (Band 3),Janosch,Beltz & Gelberg,978-3-8032-0712,1985,Belletristik,Regal L,Vorhanden,
L 284,Kindergeschichten und Gedichte,Diverse Autoren,Ravensburger,978-3-8032-0713,1985,Belletristik,Regal L,Vorhanden,
L 285,Vorlesegeschichten vom Weihnachtsmann,Diverse Autoren,Carlsen,978-3-8032-0714,1985,Belletristik,Regal L,Vorhanden,
L 286,King-Kong und die verlorene Krone,Kirsten Boie,Oetinger,978-3-8032-0715,1985,Belletristik,Regal L,Vorhanden,
L 287,Die schönsten Märchen aus 1001 Nacht,Diverse Autoren,Pestalozzi,978-3-8032-0716,1985,Belletristik,Regal L,Vorhanden,
L 288,Weihnachtsgeschichten (Band 3),Diverse Autoren,Ellermann,978-3-8032-0717,1985,Belletristik,Regal L,Vorhanden,
L 289,Der kleine König und der böse Zauberer,Else Wimmer,Ellermann,978-3-8032-0718,1985,Belletristik,Regal L,Vorhanden,
L 290,Astrid Lindgren - Das große Lesebuch,Astrid Lindgren,Oetinger,978-3-8032-0719,1985,Belletristik,Regal L,Vorhanden,
L 291,Paul Maar - Das Sams (Band 2),Paul Maar,Oetinger,978-3-8032-0720,1985,Belletristik,Regal L,Vorhanden,
L 292,Paul Maar - Neues vom Sams,Paul Maar,Oetinger,978-3-8032-0721,1985,Belletristik,Regal L,Vorhanden,
L 293,King-Kong (Zusatzband 3),Kirsten Boie,Oetinger,978-3-8032-0722,1985,Belletristik,Regal L,Vorhanden,
L 294,Hexe Lilli und das Geheimnis der Burg,Knister,Arena,978-3-8032-0723,1985,Belletristik,Regal L,Vorhanden,
L 295,Die Mumins - Herbst im Mumintal,Tove Jansson,Arena,978-3-8032-0724,1985,Belletristik,Regal L,Vorhanden,
L 296,Die Mumins - Der gefährliche Sommer,Tove Jansson,Arena,978-3-8032-0725,1985,Belletristik,Regal L,Vorhanden,
L 297,Asterix und die Gladiatoren,René Goscinny,Egmont Ehapa,978-3-8032-0726,1985,Belletristik,Regal L,Vorhanden,
L 298,Asterix und der Arvernerschild,René Goscinny,Egmont Ehapa,978-3-8032-0727,1985,Belletristik,Regal L,Vorhanden,
L 299,Asterix und die Goten (Forts.),René Goscinny,Egmont Ehapa,978-3-8032-0728,1985,Belletristik,Regal L,Vorhanden,
G 1,Mauerjahre,Willy Brandt,Rowohlt,978-3-8032-0729,1985,Geschichte,Regal G,Vorhanden,
G 2,Der 20. Juli,Peter Hoffmann,C.H. Beck,978-3-8032-0730,1985,Geschichte,Regal G,Vorhanden,
G 3,Deutschland nach 1945,Hans-Peter Schwarz,dtv,978-3-8032-0731,1985,Geschichte,Regal G,Vorhanden,
G 4,Die deutsche Teilung,Arnulf Baring,dtv,978-3-8032-0732,1985,Geschichte,Regal G,Vorhanden,
G 5,Der Aufstand vom 17. Juni 1953,Ilko-Sascha Kowalczuk,C.H. Beck,978-3-8032-0733,1985,Geschichte,Regal G,Vorhanden,
G 6,Die Weimarer Republik,Detlef Junker,Piper,978-3-8032-0734,1985,Geschichte,Regal G,Vorhanden,
G 7,Der Nationalsozialismus,Wolfgang Benz,C.H. Beck,978-3-8032-0735,1985,Geschichte,Regal G,Vorhanden,
G 8,Der Zweite Weltkrieg,Richard Overy,Rowohlt,978-3-8032-0736,1985,Geschichte,Regal G,Vorhanden,
G 9,Die Befreiung,Hannes Heer,Aufbau Verlag,978-3-8032-0737,1985,Geschichte,Regal G,Vorhanden,
G 10,Berlin - Geschichte einer Metropole,Diverse Autoren,Propyläen,978-3-8032-0738,1985,Geschichte,Regal G,Vorhanden,
G 11,Die DDR - Eine Geschichte,Hermann Weber,Piper,978-3-8032-0739,1985,Geschichte,Regal G,Vorhanden,
G 12,Ostdeutschland im Wandel,Diverse Autoren,C.H. Beck,978-3-8032-0740,1985,Geschichte,Regal G,Vorhanden,
G 13,Die Bundesrepublik Deutschland,Andreas Rödder,C.H. Beck,978-3-8032-0741,1985,Geschichte,Regal G,Vorhanden,
G 14,Politische Systeme,Manfred G. Schmidt,C.H. Beck,978-3-8032-0742,1985,Geschichte,Regal G,Vorhanden,
G 15,Die Europäische Union,Werner Weidenfeld,Piper,978-3-8032-0743,1985,Geschichte,Regal G,Vorhanden,
G 16,Globalisierung,Ulrich Beck,Suhrkamp,978-3-8032-0744,1985,Geschichte,Regal G,Vorhanden,
G 17,Umweltgeschichte,Joachim Radkau,C.H. Beck,978-3-8032-0745,1985,Geschichte,Regal G,Vorhanden,
G 18,Die Geschichte der Technik,Wolfgang König,C.H. Beck,978-3-8032-0746,1985,Geschichte,Regal G,Vorhanden,
G 19,Die Geschichte der Kunst,Ernst Gombrich,Phaidon,978-3-8032-0747,1985,Geschichte,Regal G,Vorhanden,
G 20,Die Geschichte der Musik,Diverse Autoren,Bärenreiter,978-3-8032-0748,1985,Geschichte,Regal G,Vorhanden,
G 21,Die Geschichte der Philosophie,Diverse Autoren,Reclam,978-3-8032-0749,1985,Geschichte,Regal G,Vorhanden,
G 22,Die Geschichte der Literatur,Diverse Autoren,dtv,978-3-8032-0750,1985,Geschichte,Regal G,Vorhanden,
G 23,Die Geschichte der Religionen,Diverse Autoren,Fischer,978-3-8032-0751,1985,Geschichte,Regal G,Vorhanden,
G 24,Die Geschichte des Christentums,Diverse Autoren,Herder,978-3-8032-0752,1985,Geschichte,Regal G,Vorhanden,
G 25,Die Geschichte des Judentums,Diverse Autoren,C.H. Beck,978-3-8032-0753,1985,Geschichte,Regal G,Vorhanden,
G 26,Die Geschichte des Islams,Diverse Autoren,Kohlhammer,978-3-8032-0754,1985,Geschichte,Regal G,Vorhanden,
G 27,Die Geschichte des Buddhismus,Diverse Autoren,O. W. Barth,978-3-8032-0755,1985,Geschichte,Regal G,Vorhanden,
G 28,Die Geschichte der Philosophie (Band 2),Diverse Autoren,Reclam,978-3-8032-0756,1985,Geschichte,Regal G,Vorhanden,
G 29,Die Geschichte der Literatur (Band 2),Diverse Autoren,dtv,978-3-8032-0757,1985,Geschichte,Regal G,Vorhanden,
G 30,Die Geschichte der Religionen (Band 2),Diverse Autoren,Fischer,978-3-8032-0758,1985,Geschichte,Regal G,Vorhanden,
G 31,Die Geschichte des Christentums (Band 2),Diverse Autoren,Herder,978-3-8032-0759,1985,Geschichte,Regal G,Vorhanden,
G 32,Die Geschichte des Judentums (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-0760,1985,Geschichte,Regal G,Vorhanden,
G 33,Die Geschichte des Islams (Band 2),Diverse Autoren,Kohlhammer,978-3-8032-0761,1985,Geschichte,Regal G,Vorhanden,
G 34,Die Geschichte des Buddhismus (Band 2),Diverse Autoren,O. W. Barth,978-3-8032-0762,1985,Geschichte,Regal G,Vorhanden,
G 35,Die Geschichte der Technik (Band 2),Wolfgang König,C.H. Beck,978-3-8032-0763,1985,Geschichte,Regal G,Vorhanden,
G 36,Die Geschichte der Kunst (Band 2),Ernst Gombrich,Phaidon,978-3-8032-0764,1985,Geschichte,Regal G,Vorhanden,
G 37,Die Geschichte der Musik (Band 2),Diverse Autoren,Bärenreiter,978-3-8032-0765,1985,Geschichte,Regal G,Vorhanden,
G 38,Der Große Brockhaus (Band 1),Diverse Autoren,F. A. Brockhaus,978-3-8032-0766,1985,Nachschlagewerk,Regal N,Vorhanden,
G 39,Der Große Brockhaus (Band 2),Diverse Autoren,F. A. Brockhaus,978-3-8032-0767,1985,Nachschlagewerk,Regal N,Vorhanden,
G 40,Der Große Brockhaus (Band 3),Diverse Autoren,F. A. Brockhaus,978-3-8032-0768,1985,Nachschlagewerk,Regal N,Vorhanden,
G 41,Der Große Brockhaus (Band 4),Diverse Autoren,F. A. Brockhaus,978-3-8032-0769,1985,Nachschlagewerk,Regal N,Vorhanden,
G 42,Der Große Brockhaus (Band 5),Diverse Autoren,F. A. Brockhaus,978-3-8032-0770,1985,Nachschlagewerk,Regal N,Vorhanden,
G 43,Der Große Brockhaus (Band 6),Diverse Autoren,F. A. Brockhaus,978-3-8032-0771,1985,Nachschlagewerk,Regal N,Vorhanden,
G 44,Der Große Brockhaus (Band 7),Diverse Autoren,F. A. Brockhaus,978-3-8032-0772,1985,Nachschlagewerk,Regal N,Vorhanden,
G 45,Der Große Brockhaus (Band 8),Diverse Autoren,F. A. Brockhaus,978-3-8032-0773,1985,Nachschlagewerk,Regal N,Vorhanden,
G 46,Der Große Brockhaus (Band 9),Diverse Autoren,F. A. Brockhaus,978-3-8032-0774,1985,Nachschlagewerk,Regal N,Vorhanden,
G 47,Der Große Brockhaus (Band 10),Diverse Autoren,F. A. Brockhaus,978-3-8032-0775,1985,Nachschlagewerk,Regal N,Vorhanden,
G 48,Der Große Brockhaus (Band 11),Diverse Autoren,F. A. Brockhaus,978-3-8032-0776,1985,Nachschlagewerk,Regal N,Vorhanden,
G 49,Der Große Brockhaus (Band 12),Diverse Autoren,F. A. Brockhaus,978-3-8032-0777,1985,Nachschlagewerk,Regal N,Vorhanden,
G 50,Der Große Brockhaus (Band 13),Diverse Autoren,F. A. Brockhaus,978-3-8032-0778,1985,Nachschlagewerk,Regal N,Vorhanden,
G 51,Der Große Brockhaus (Band 14),Diverse Autoren,F. A. Brockhaus,978-3-8032-0779,1985,Nachschlagewerk,Regal N,Vorhanden,
G 52,Der Große Brockhaus (Band 15),Diverse Autoren,F. A. Brockhaus,978-3-8032-0780,1985,Nachschlagewerk,Regal N,Vorhanden,
G 53,Der Große Brockhaus (Band 16),Diverse Autoren,F. A. Brockhaus,978-3-8032-0781,1985,Nachschlagewerk,Regal N,Vorhanden,
G 54,Der Große Brockhaus (Band 17),Diverse Autoren,F. A. Brockhaus,978-3-8032-0782,1985,Nachschlagewerk,Regal N,Vorhanden,
G 55,Der Große Brockhaus (Band 18),Diverse Autoren,F. A. Brockhaus,978-3-8032-0783,1985,Nachschlagewerk,Regal N,Vorhanden,
G 56,Der Große Brockhaus (Band 19),Diverse Autoren,F. A. Brockhaus,978-3-8032-0784,1985,Nachschlagewerk,Regal N,Vorhanden,
G 57,Der Große Brockhaus (Band 20),Diverse Autoren,F. A. Brockhaus,978-3-8032-0785,1985,Nachschlagewerk,Regal N,Vorhanden,
G 58,DDR: Die Geschichte der SED,Diverse Autoren,Dietz Verlag,978-3-8032-0786,1985,Geschichte,Regal G,Vorhanden,
G 59,DDR: Die Mauer, Bau und Fall,Diverse Autoren,Propyläen,978-3-8032-0787,1985,Geschichte,Regal G,Vorhanden,
G 60,DDR: Alltag und Politik,Diverse Autoren,C.H. Beck,978-3-8032-0788,1985,Geschichte,Regal G,Vorhanden,
G 61,Die Bundesrepublik: Die Ära Adenauer,Hans-Peter Schwarz,dtv,978-3-8032-0789,1985,Geschichte,Regal G,Vorhanden,
G 62,Die Bundesrepublik: Die Ära Brandt,Peter Merseburger,DVA,978-3-8032-0790,1985,Geschichte,Regal G,Vorhanden,
G 63,Die Bundesrepublik: Die Ära Schmidt,Diverse Autoren,Rowohlt,978-3-8032-0791,1985,Geschichte,Regal G,Vorhanden,
G 64,Die Bundesrepublik: Die Ära Kohl,Diverse Autoren,Ullstein,978-3-8032-0792,1985,Geschichte,Regal G,Vorhanden,
G 65,Die deutsche Einheit,Diverse Autoren,C.H. Beck,978-3-8032-0793,1985,Geschichte,Regal G,Vorhanden,
G 66,Weltgeschichte im Überblick,Diverse Autoren,Reclam,978-3-8032-0794,1985,Geschichte,Regal G,Vorhanden,
G 67,Die Geschichte der Antike,Diverse Autoren,C.H. Beck,978-3-8032-0795,1985,Geschichte,Regal G,Vorhanden,
G 68,Die Geschichte des Mittelalters,Diverse Autoren,Kohlhammer,978-3-8032-0796,1985,Geschichte,Regal G,Vorhanden,
G 69,Die Geschichte der Neuzeit,Diverse Autoren,Piper,978-3-8032-0797,1985,Geschichte,Regal G,Vorhanden,
G 70,Die Geschichte der Reformation,Diverse Autoren,Gütersloher Verlagshaus,978-3-8032-0798,1985,Geschichte,Regal G,Vorhanden,
G 71,Die Geschichte der Aufklärung,Diverse Autoren,C.H. Beck,978-3-8032-0799,1985,Geschichte,Regal G,Vorhanden,
G 72,Die Geschichte der Französischen Revolution,Diverse Autoren,Piper,978-3-8032-0800,1985,Geschichte,Regal G,Vorhanden,
G 73,Die Geschichte des 19. Jahrhunderts,Diverse Autoren,C.H. Beck,978-3-8032-0801,1985,Geschichte,Regal G,Vorhanden,
G 74,Die Geschichte des 20. Jahrhunderts,Diverse Autoren,Piper,978-3-8032-0802,1985,Geschichte,Regal G,Vorhanden,
G 75,Die Geschichte der Weimarer Republik,Detlef Junker,Piper,978-3-8032-0803,1985,Geschichte,Regal G,Vorhanden,
G 76,Die Geschichte des Nationalsozialismus,Wolfgang Benz,C.H. Beck,978-3-8032-0804,1985,Geschichte,Regal G,Vorhanden,
G 77,Die Geschichte des Zweiten Weltkriegs,Richard Overy,Rowohlt,978-3-8032-0805,1985,Geschichte,Regal G,Vorhanden,
G 78,Die Geschichte der DDR (Band 2),Hermann Weber,Piper,978-3-8032-0806,1985,Geschichte,Regal G,Vorhanden,
G 79,Die Geschichte der Bundesrepublik (Band 2),Andreas Rödder,C.H. Beck,978-3-8032-0807,1985,Geschichte,Regal G,Vorhanden,
G 80,Die Geschichte Europas,Diverse Autoren,C.H. Beck,978-3-8032-0808,1985,Geschichte,Regal G,Vorhanden,
G 81,Die Geschichte der Welt,Diverse Autoren,Fischer,978-3-8032-0809,1985,Geschichte,Regal G,Vorhanden,
G 82,Die Geschichte der Menschheit,Diverse Autoren,Piper,978-3-8032-0810,1985,Geschichte,Regal G,Vorhanden,
G 83,Die Geschichte der Kulturen,Diverse Autoren,C.H. Beck,978-3-8032-0811,1985,Geschichte,Regal G,Vorhanden,
G 84,Die Geschichte der Zivilisationen,Diverse Autoren,Rowohlt,978-3-8032-0812,1985,Geschichte,Regal G,Vorhanden,
G 85,Die Geschichte der Ideen,Diverse Autoren,C.H. Beck,978-3-8032-0813,1985,Geschichte,Regal G,Vorhanden,
G 86,Die Geschichte der Wissenschaften,Diverse Autoren,Piper,978-3-8032-0814,1985,Geschichte,Regal G,Vorhanden,
G 87,Die Geschichte der Technik (Band 3),Wolfgang König,C.H. Beck,978-3-8032-0815,1985,Geschichte,Regal G,Vorhanden,
G 88,Die Geschichte der Kunst (Band 3),Ernst Gombrich,Phaidon,978-3-8032-0816,1985,Geschichte,Regal G,Vorhanden,
G 89,Die Geschichte der Musik (Band 3),Diverse Autoren,Bärenreiter,978-3-8032-0817,1985,Geschichte,Regal G,Vorhanden,
G 90,Die Geschichte der Philosophie (Band 3),Diverse Autoren,Reclam,978-3-8032-0818,1985,Geschichte,Regal G,Vorhanden,
G 91,Die Geschichte der Literatur (Band 3),Diverse Autoren,dtv,978-3-8032-0819,1985,Geschichte,Regal G,Vorhanden,
G 92,Die Geschichte der Religionen (Band 3),Diverse Autoren,Fischer,978-3-8032-0820,1985,Geschichte,Regal G,Vorhanden,
G 93,Die Geschichte des Christentums (Band 3),Diverse Autoren,Herder,978-3-8032-0821,1985,Geschichte,Regal G,Vorhanden,
G 94,Die Geschichte des Judentums (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-0822,1985,Geschichte,Regal G,Vorhanden,
G 95,Die Geschichte des Islams (Band 3),Diverse Autoren,Kohlhammer,978-3-8032-0823,1985,Geschichte,Regal G,Vorhanden,
G 96,Die Geschichte des Buddhismus (Band 3),Diverse Autoren,O. W. Barth,978-3-8032-0824,1985,Geschichte,Regal G,Vorhanden,
G 97,Die Geschichte der Welt (Band 2),Diverse Autoren,Fischer,978-3-8032-0825,1985,Geschichte,Regal G,Vorhanden,
G 98,Die Geschichte der Menschheit (Band 2),Diverse Autoren,Piper,978-3-8032-0826,1985,Geschichte,Regal G,Vorhanden,
G 99,Die Geschichte der Kulturen (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-0827,1985,Geschichte,Regal G,Vorhanden,
G 100,Die Geschichte der Zivilisationen (Band 2),Diverse Autoren,Rowohlt,978-3-8032-0828,1985,Geschichte,Regal G,Vorhanden,
G 101,Die Geschichte der Ideen (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-0829,1985,Geschichte,Regal G,Vorhanden,
G 102,Die Geschichte der Wissenschaften (Band 2),Diverse Autoren,Piper,978-3-8032-0830,1985,Geschichte,Regal G,Vorhanden,
G 103,Die Geschichte der Technik (Band 4),Wolfgang König,C.H. Beck,978-3-8032-0831,1985,Geschichte,Regal G,Vorhanden,
G 104,Die Geschichte der Kunst (Band 4),Ernst Gombrich,Phaidon,978-3-8032-0832,1985,Geschichte,Regal G,Vorhanden,
G 105,Die Geschichte der Musik (Band 4),Diverse Autoren,Bärenreiter,978-3-8032-0833,1985,Geschichte,Regal G,Vorhanden,
G 106,Die Geschichte der Philosophie (Band 4),Diverse Autoren,Reclam,978-3-8032-0834,1985,Geschichte,Regal G,Vorhanden,
G 107,Die Geschichte der Literatur (Band 4),Diverse Autoren,dtv,978-3-8032-0835,1985,Geschichte,Regal G,Vorhanden,
G 108,Die Geschichte der Religionen (Band 4),Diverse Autoren,Fischer,978-3-8032-0836,1985,Geschichte,Regal G,Vorhanden,
G 109,Die Geschichte des Christentums (Band 4),Diverse Autoren,Herder,978-3-8032-0837,1985,Geschichte,Regal G,Vorhanden,
G 110,Die Geschichte des Judentums (Band 4),Diverse Autoren,C.H. Beck,978-3-8032-0838,1985,Geschichte,Regal G,Vorhanden,
G 111,Die Geschichte des Islams (Band 4),Diverse Autoren,Kohlhammer,978-3-8032-0839,1985,Geschichte,Regal G,Vorhanden,
G 112,Die Geschichte des Buddhismus (Band 4),Diverse Autoren,O. W. Barth,978-3-8032-0840,1985,Geschichte,Regal G,Vorhanden,
G 113,Die Geschichte der Welt (Band 3),Diverse Autoren,Fischer,978-3-8032-0841,1985,Geschichte,Regal G,Vorhanden,
G 114,Die Geschichte der Menschheit (Band 3),Diverse Autoren,Piper,978-3-8032-0842,1985,Geschichte,Regal G,Vorhanden,
G 115,Die Geschichte der Kulturen (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-0843,1985,Geschichte,Regal G,Vorhanden,
G 116,Die Geschichte der Zivilisationen (Band 3),Diverse Autoren,Rowohlt,978-3-8032-0844,1985,Geschichte,Regal G,Vorhanden,
G 117,Die Geschichte der Ideen (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-0845,1985,Geschichte,Regal G,Vorhanden,
G 118,Die Geschichte der Wissenschaften (Band 3),Diverse Autoren,Piper,978-3-8032-0846,1985,Geschichte,Regal G,Vorhanden,
G 119,Die Geschichte der Technik (Band 5),Wolfgang König,C.H. Beck,978-3-8032-0847,1985,Geschichte,Regal G,Vorhanden,
G 120,Die Geschichte der Kunst (Band 5),Ernst Gombrich,Phaidon,978-3-8032-0848,1985,Geschichte,Regal G,Vorhanden,
G 121,Die Geschichte der Musik (Band 5),Diverse Autoren,Bärenreiter,978-3-8032-0849,1985,Geschichte,Regal G,Vorhanden,
G 122,Die Geschichte der Philosophie (Band 5),Diverse Autoren,Reclam,978-3-8032-0850,1985,Geschichte,Regal G,Vorhanden,
